id,nombre,programa,anio,fuente,definicion,metodo_calculo,unidad_medida,nivel,notas,ultima_actualizacion
sj-01-porcentaje-de-denuncias-populares-en-mat-g005-2025,Porcentaje de denuncias populares en materia ambiental concluidas,G005,2025,POA_2025.xlsx - Avance,,,Porcentaje,Actividad,ID interno: SJ.01,2026-02-11
sj-02-porcentaje-de-resolucion-de-procedimient-g005-2025,Porcentaje de resolución de procedimientos administrativos de ejercicios anteriores al corriente,G005,2025,POA_2025.xlsx - Avance,,,Porcentaje,Actividad,ID interno: SJ.02,2026-02-11
sj-03-porcentaje-de-resoluciones-emitidas-a-lo-g005-2025,Porcentaje de resoluciones emitidas a los recursos de revisión,G005,2025,POA_2025.xlsx - Avance,,,Porcentaje,Actividad,ID interno: SJ.03,2026-02-11
sj-04-porcentaje-personas-contactadas-en-las-j-g005-2025,Porcentaje personas contactadas en las Jornadas Ambientales,G005,2025,POA_2025.xlsx - Avance,,,Porcentaje,Actividad,ID interno: SJ.04,2026-02-11
sj-05-porcentaje-de-resolucion-a-las-solicitud-g005-2025,Porcentaje de resolución a las solicitudes de conmutación de multas,G005,2025,POA_2025.xlsx - Avance,,,Porcentaje,Actividad,ID interno: SJ.05,2026-02-11
sj-06-numero-de-denuncias-y-querellas-presenta-g005-2025,Número de denuncias y querellas presentadas por la Procuraduría,G005,2025,POA_2025.xlsx - Avance,,,Porcentaje,Actividad,ID interno: SJ.06,2026-02-11
sj-07-porcentaje-de-sentencias-favorables-not-g005-2025,Porcentaje de sentencias  favorables notificadas por el Tribunal Federal de Justicia Administrativa,G005,2025,POA_2025.xlsx - Avance,,,Porcentaje,Actividad,ID interno: SJ.07,2026-02-11
srn-01-porcentaje-de-municipios-y-alcaldias-con-g005-2025,"Porcentaje de municipios y alcaldías con acciones de inspección, recorridos de vigilancia, operativos y CVAP en materia de recursos naturales",G005,2025,POA_2025.xlsx - Avance,,,Porcentaje,Actividad,ID interno: SRN.01,2026-02-11
srn-02-porcentaje-de-areas-naturales-protegidas-g005-2025,"Porcentaje de Áreas Naturales Protegidas con acciones de inspección, recorridos de vigilancia, operativos y/o CVAPs en materia de recursos naturales",G005,2025,POA_2025.xlsx - Avance,,,Porcentaje,Actividad,ID interno: SRN.02,2026-02-11
srn-03-porcentaje-de-inspecciones-realizadas-e-g005-2025,Porcentaje de  inspecciones realizadas en materia de recursos naturales,G005,2025,POA_2025.xlsx - Avance,,,Porcentaje,Actividad,ID interno: SRN.03,2026-02-11
srn-04-porcentaje-de-recorridos-de-vigilancia-r-g005-2025,Porcentaje de recorridos de vigilancia realizados en materia de recursos naturales,G005,2025,POA_2025.xlsx - Avance,,,Porcentaje,Actividad,ID interno: SRN.04,2026-02-11
srn-05-porcentaje-de-operativos-realizados-en-m-g005-2025,Porcentaje de operativos realizados en materia de recursos naturales,G005,2025,POA_2025.xlsx - Avance,,,Porcentaje,Actividad,ID interno: SRN.05,2026-02-11
srn-06-porcentaje-de-comites-de-vigilancia-ambi-g005-2025,Porcentaje de comités de vigilancia ambiental participativa en operación,G005,2025,POA_2025.xlsx - Avance,,,Porcentaje,Actividad,ID interno: SRN.06,2026-02-11
aportar-al-humanismo-mexicano-mediante-la-procuracion-de-la-g005-2025,Aportar al Humanismo Mexicano mediante la Procuración de la Justicia Ambiental,G005,2025,MIR_G005_2025.xlsx - 16 G005,"Contribuir al bienestar social e igualdad mediante acciones de inspección y vigilancia en materia de recursos naturales e industria; la promoción y atención de la denuncia ambiental ciudadana; el impulso de los mecanismos voluntarios de mejora del desempeño ambiental en los sectores productivos, garantizando así el acceso a la justicia ambiental aplicando la normatividad correspondiente.","(Porcentaje de cumplimiento de la Meta del indicador I1 + I2 + I3 + I4 / N). Donde I1= Porcentaje de Certificados ambientales emitidos; I2= Porcentaje de municipios con Sitios Prioritarios y/o Áreas Naturales Protegidas con acciones de inspección, recorridos de vigilancia, operativos y/o CVAPs en materia de recursos naturales; I3=Porcentaje de visitas de verificación con Cumplimiento de las medidas dictadas en acuerdos y resoluciones derivados de los procedimientos administrativos iniciados en materia industrial; I4= Porcentaje de denuncias populares en materia ambiental concluidas. N= Número de indicadores (4).",Porcentaje,Fin,Frecuencia: Estratégico-Eficacia-Anual,2026-02-11
porcentaje-de-denuncias-populares-en-materia-ambiental-concl-g005-2025,Porcentaje de denuncias populares en materia ambiental concluidas,G005,2025,MIR_G005_2025.xlsx - 16 G005,"Empresas y ciudadanos participan en la aplicación de la legislación ambiental, a través del fomento y vigilancia en el cumplimiento de la normatividad ambiental.",(Número de denuncias populares concluidas en el periodo t/Número de denuncias populares presentadas ante la PROFEPA en el periodo t) * 100,Porcentaje,Propósito,Frecuencia: Estratégico-Eficacia-Semestral,2026-02-11
porcentaje-de-resolucion-de-procedimientos-administrativos-d-g005-2025,Porcentaje de resolución de procedimientos administrativos de ejercicios anteriores al corriente,G005,2025,MIR_G005_2025.xlsx - 16 G005,"Empresas y ciudadanos participan en la aplicación de la legislación ambiental, a través del fomento y vigilancia en el cumplimiento de la normatividad ambiental.",[(Número de resoluciones a procedimientos administrativos en trámite derivados de las acciones de inspección y/o vigilancia de ejercicios anteriores) / (Número de procedimientos administrativos en trámite derivados de las acciones de inspección y/o vigilancia de ejercicios anteriores)] x 100,Porcentaje,Propósito,Frecuencia: Estratégico-Eficacia-Semestral,2026-02-11
porcentaje-de-visitas-de-verificacion-con-cumplimiento-de-la-g005-2025,Porcentaje de visitas de verificación con Cumplimiento de las medidas dictadas en acuerdos y resoluciones derivados de los procedimientos administrativos iniciados en materia industrial.,G005,2025,MIR_G005_2025.xlsx - 16 G005,"Empresas y ciudadanos participan en la aplicación de la legislación ambiental, a través del fomento y vigilancia en el cumplimiento de la normatividad ambiental.",[(Número de visitas de verificación en materia industrial con cumplimiento TOTAL de las medidas dictadas en el periodo t) / (Número de visitas de verificación en materia industrial realizadas en el periodo t)] x 100,Visitas,Propósito,Frecuencia: Estratégico-Eficacia-Semestral,2026-02-11
porcentaje-de-municipios-y-alcaldias-con-acciones-de-inspecc-g005-2025,"Porcentaje de municipios y alcaldías con acciones de inspección, recorridos de vigilancia, operativos y CVAP en materia de recursos naturales.",G005,2025,MIR_G005_2025.xlsx - 16 G005,"Empresas y ciudadanos participan en la aplicación de la legislación ambiental, a través del fomento y vigilancia en el cumplimiento de la normatividad ambiental.","[(Número de municipios y alcaldías cubiertos con inspecciones, recorridos de vigilancia, operativos y CVAPs en el periodo t) / (Total de municipios y alcaldías a nivel nacional)] x 100",Porcentaje,Propósito,Frecuencia: Estratégico-Eficacia-Semestral,2026-02-11
porcentaje-de-certificados-y-reconocimientos-ambientales-emi-g005-2025,Porcentaje de certificados y reconocimientos ambientales emitidos,G005,2025,MIR_G005_2025.xlsx - 16 G005,"Empresas y ciudadanos participan en la aplicación de la legislación ambiental, a través del fomento y vigilancia en el cumplimiento de la normatividad ambiental.",[(Número de certificados + reconocimientos ambientales emitidos en el periodo t) / (Número de certificados + reconocimientos ambientales programados en el periodo t)] x 100.,Porcentaje,Propósito,Frecuencia: Estratégico-Eficacia-Semestral,2026-02-11
porcentaje-de-areas-naturales-protegidas-con-acciones-de-ins-g005-2025,"Porcentaje de Áreas Naturales Protegidas con acciones de inspección, recorridos de vigilancia, operativos y/o CVAPs en materia de recursos naturales.",G005,2025,MIR_G005_2025.xlsx - 16 G005,"A Acciones de Inspección, vigilancia y verificación en materia de recursos naturales e instalaciones estratégicas realizadas.","[(Número de Áreas Naturales Protegidas con acciones de inspección, recorridos de vigilancia, operativos y/o CVAPs realizados en materia de recursos naturales en el periodo t )/ (Total de Áreas Naturales Protegidas decretadas)] x 100",Porcentaje,Componente,Frecuencia: Estratégico-Eficacia-Trimestral,2026-02-11
porcentaje-de-acciones-de-inspeccion-realizadas-al-universo-g005-2025,Porcentaje de acciones de inspección realizadas al universo del padrón de instalaciones de jurisdicción federal registradas por la PROFEPA.,G005,2025,MIR_G005_2025.xlsx - 16 G005,"A Acciones de Inspección, vigilancia y verificación en materia de recursos naturales e instalaciones estratégicas realizadas.",(Número de instalaciones inspeccionadas en el período t/ Total de instalaciones incluidas en el padrón de jurisdicción federal) * 100,Porcentaje,Componente,Frecuencia: Estratégico-Eficacia-Trimestral,2026-02-11
porcentaje-de-solicitudes-de-certificado-y-reconocimiento-am-g005-2025,Porcentaje de solicitudes de Certificado y Reconocimiento Ambiental atendidas,G005,2025,MIR_G005_2025.xlsx - 16 G005,B Certificados a empresas con desempeño ambiental renovados.,[(Número de solicitudes atendidas para obtener el Certificado y Reconocimiento Ambiental en el periodo t) / (Número de solicitudes recibidas para obtener el Certificado y Reconocimiento Ambiental en el periodo t)] x 100,Porcentaje,Componente,Frecuencia: Gestión-Eficacia-Trimestral,2026-02-11
porcentaje-de-resoluciones-emitidas-a-los-recursos-de-revisi-g005-2025,Porcentaje de resoluciones emitidas a los recursos de revisión.,G005,2025,MIR_G005_2025.xlsx - 16 G005,C Justicia en materia ambiental impartida.,[(Número de resoluciones emitidas a los recursos de revisión en trámite interpuestos en contra de las resoluciones de la Procuraduría en el periodo t) / (Número de recursos de revisión en trámite interpuestos en contra de las resoluciones de la Procuraduría en el periodo t)] x 100,Porcentaje,Componente,Frecuencia: Gestión-Calidad-Trimestral,2026-02-11
porcentaje-de-auditores-ambientales-supervisados-g005-2025,Porcentaje de auditores ambientales supervisados.,G005,2025,MIR_G005_2025.xlsx - 16 G005,"A 1 Supervisión del proceso de certificación y de auditores, incluyendo la promoción e impulso a las empresas para certificarse ambientalmente.",(Numero de Auditores Ambientales supervisados en el periodo t/ Número de Auditores Ambientales vigentes en el periodo t) * 100,Porcentaje,Actividad,Frecuencia: Gestión-Eficacia-Trimestral,2026-02-11
porcentaje-de-acciones-de-supervision-a-procesos-de-certific-g005-2025,Porcentaje de acciones de supervisión a procesos de certificación y reconocimiento realizadas.,G005,2025,MIR_G005_2025.xlsx - 16 G005,"A 1 Supervisión del proceso de certificación y de auditores, incluyendo la promoción e impulso a las empresas para certificarse ambientalmente.",[(Número de procesos de certificación y reconocimiento supervisados en el periodo t) / (Número de procesos de certificación y reconocimiento programados en el periodo t)] x 100,Porcentaje,Actividad,Frecuencia: Gestión-Eficacia-Trimestral,2026-02-11
porcentaje-de-acciones-de-promocion-para-la-certificacion-am-g005-2025,Porcentaje de acciones de promoción para la certificación ambiental,G005,2025,MIR_G005_2025.xlsx - 16 G005,"A 1 Supervisión del proceso de certificación y de auditores, incluyendo la promoción e impulso a las empresas para certificarse ambientalmente.",(Número de acciones de promoción realizadas en el periodo t/ Número de acciones de promoción programadas en el periodo t)*100.,Porcentaje,Actividad,Frecuencia: Gestión-Eficacia-Trimestral,2026-02-11
porcentaje-de-acciones-de-inspeccion-y-verificacion-realizad-g005-2025,"Porcentaje de acciones de Inspección y verificación realizadas sobre la cuales la PROFEPA tiene competencia como autoridad, conforme a las prioridades de la estrategia establecida en materia de inspec",G005,2025,MIR_G005_2025.xlsx - 16 G005,"B 2 Realización de operativos, recorridos, inspección, vigilancia y verificación en materia de recursos naturales e industria",(Número de acciones de inspección y/o verificación realizadas en materia industrial en el periodo t/Total de acciones de inspección y/o verificación programadas en materia industrial en el periodo t) *100,Porcentaje,Actividad,Frecuencia: Gestión-Eficiencia-Trimestral,2026-02-11
porcentaje-de-recorridos-de-vigilancia-realizados-en-materia-g005-2025,Porcentaje de recorridos de vigilancia realizados en materia de recursos naturales,G005,2025,MIR_G005_2025.xlsx - 16 G005,"B 2 Realización de operativos, recorridos, inspección, vigilancia y verificación en materia de recursos naturales e industria",[(Número de recorridos de vigilancia realizados en materia de recursos naturales en el período t) / (Número de recorridos de vigilancia programados en materia de recursos naturales en el período t)] *100,Porcentaje,Actividad,Frecuencia: Gestión-Eficiencia-Trimestral,2026-02-11
porcentaje-de-inspecciones-realizadas-en-materia-de-recursos-g005-2025,Porcentaje de inspecciones realizadas en materia de recursos naturales,G005,2025,MIR_G005_2025.xlsx - 16 G005,"B 2 Realización de operativos, recorridos, inspección, vigilancia y verificación en materia de recursos naturales e industria",[(Número de inspecciones realizadas en materia de recursos naturales en el periodo t ) / (Total de inspecciones programadas en materia de recursos naturales en el periodo t)] *100,Porcentaje,Actividad,Frecuencia: Gestión-Eficiencia-Trimestral,2026-02-11
porcentaje-de-comites-de-vigilancia-ambiental-participativa-g005-2025,Porcentaje de comités de vigilancia ambiental participativa en operación,G005,2025,MIR_G005_2025.xlsx - 16 G005,"B 2 Realización de operativos, recorridos, inspección, vigilancia y verificación en materia de recursos naturales e industria",[(Número de comités de vigilancia ambiental participativa en operación en el periodo t) / (Número de comités de vigilancia ambiental participativa programados en el periodo t)] *100,Porcentaje,Actividad,Frecuencia: Gestión-Eficacia-Trimestral,2026-02-11
porcentaje-de-operativos-realizados-en-materia-de-recursos-n-g005-2025,Porcentaje de operativos realizados en materia de recursos naturales,G005,2025,MIR_G005_2025.xlsx - 16 G005,"B 2 Realización de operativos, recorridos, inspección, vigilancia y verificación en materia de recursos naturales e industria",(Número de operativos realizados en materia de recursos naturales en el periodo t) / (Total de operativos programados en materia de recursos naturales en el periodo t) * 100,Porcentaje,Actividad,Frecuencia: Gestión-Eficacia-Trimestral,2026-02-11
porcentaje-de-revision-de-mercancias-cuya-importacion-expor-g005-2025,"Porcentaje de revisión de mercancías cuya importación, exportación y reexportación está sujeta a regulación por parte de la Secretaría de Medio Ambiente y Recursos Naturales.",G005,2025,MIR_G005_2025.xlsx - 16 G005,"B 2 Realización de operativos, recorridos, inspección, vigilancia y verificación en materia de recursos naturales e industria",(Número de productos regulados revisados en los registros de verificación que cumplen con la normatividad en el periodo t / Número de productos revisados en el periodo t) *100,Porcentaje,Actividad,Frecuencia: Gestión-Eficiencia-Trimestral,2026-02-11
porcentaje-personas-contactadas-en-las-jornadas-ambientales-g005-2025,Porcentaje personas contactadas en las Jornadas Ambientales,G005,2025,MIR_G005_2025.xlsx - 16 G005,"C 3 Atención a la Denuncia popular y Resolución de recursos de revisión, conmutación de multas y revocación o modificación de sanciones.",[(Número de personas contactadas en acciones de difusión y promoción de la denuncia popular en el periodo t) / (Número de personas programadas a contactar en acciones de difusión y promoción de la denuncia popular en el periodo t)] x 100,Porcentaje,Actividad,Frecuencia: Gestión-Eficacia-Trimestral,2026-02-11
porcentaje-de-resolucion-a-las-solicitudes-de-conmutacion-de-g005-2025,Porcentaje de resolución a las solicitudes de conmutación de multas,G005,2025,MIR_G005_2025.xlsx - 16 G005,"C 3 Atención a la Denuncia popular y Resolución de recursos de revisión, conmutación de multas y revocación o modificación de sanciones.",[(Número de resoluciones a las solicitudes de conmutación de multas en trámite en el periodo t) / (Número de solicitudes de conmutación de multas en trámite en el periodo t)] x 100,Porcentaje,Actividad,Frecuencia: Gestión-Eficiencia-Trimestral,2026-02-11
procuracion-de-justicia-ambiental-impartida-g014-2026,Procuración de Justicia Ambiental Impartida,G014,2026,FiME 2026 PFPA.xlsx - 16 G014,"Fortalecer las acciones de prevención, inspección y vigilancia que permitan supervisar y hacer cumplir la regulación en materia de biodiversidad, protección, conservación, restauración y aprovechamiento sustentable de los recursos naturales en beneficio de la población y los ecosistemas de México","(Porcentaje de cumplimiento de la Meta del indicador I1 + I2 + I3 + I4 / N). Donde I1= Porcentaje de Certificados emitidos o reconocimientos emitidos a las empresas en el año; I2= Porcentaje de municipios y alcaldias con Sitios Prioritarios y/o Áreas Naturales Protegidas con acciones de inspección, recorridos de vigilancia, operativos y/o CVAPs en materia de recursos naturales; I3=Porcentaje de instalaciones inspeccionadas; I4= Porcentaje de resolución de procedimientos administrativos de años anteriores al que se encuentra en curso. N= Número de indicadores (4).",Porcentaje,Propósito,Frecuencia: Estratégico-Eficacia-Anual,2026-02-11
porcentaje-de-certificados-y-reconocimientos-ambientales-emi-g014-2026,Porcentaje de certificados y reconocimientos ambientales emitidos,G014,2026,FiME 2026 PFPA.xlsx - 16 G014,"Fortalecer las acciones de prevención, inspección y vigilancia que permitan supervisar y hacer cumplir la regulación en materia de biodiversidad, protección, conservación, restauración y aprovechamiento sustentable de los recursos naturales en beneficio de la población y los ecosistemas de México",[(Número de certificados + reconocimientos ambientales emitidos en el periodo t) / (Número de certificados + reconocimientos ambientales programados en el periodo t)] x 100.,Porcentaje,Propósito,Frecuencia: Estratégico-Eficacia-Semestral,2026-02-11
porcentaje-de-resolucion-de-procedimientos-administrativos-d-g014-2026,Porcentaje de resolución de procedimientos administrativos de ejercicios anteriores al corriente,G014,2026,FiME 2026 PFPA.xlsx - 16 G014,"Fortalecer las acciones de prevención, inspección y vigilancia que permitan supervisar y hacer cumplir la regulación en materia de biodiversidad, protección, conservación, restauración y aprovechamiento sustentable de los recursos naturales en beneficio de la población y los ecosistemas de México",[(Número de resoluciones a procedimientos administrativos en trámite derivados de las acciones de inspección y/o vigilancia de ejercicios anteriores) / (Número de procedimientos administrativos en trámite derivados de las acciones de inspección y/o vigilancia de ejercicios anteriores)] x 100,Porcentaje,Propósito,Frecuencia: Estratégico-Eficacia-Semestral,2026-02-11
porcentaje-de-visitas-de-verificacion-con-cumplimiento-de-la-g014-2026,Porcentaje de visitas de verificación con Cumplimiento de las medidas dictadas en acuerdos y resoluciones derivados de los procedimientos administrativos iniciados en materia industrial.,G014,2026,FiME 2026 PFPA.xlsx - 16 G014,Mejorar el desempeño en en el servicio de la impartición de justicia ambiental,[(Número de visitas de verificación en materia industrial con cumplimiento TOTAL de las medidas dictadas en el periodo t) / (Número de visitas de verificación en materia industrial realizadas en el periodo t)] x 100,Porcentaje,Componente,Frecuencia: Estratégico-Eficacia-Semestral,2026-02-11
porcentaje-de-municipios-y-alcaldias-con-acciones-de-inspecc-g014-2026,"Porcentaje de municipios y alcaldías con acciones de inspección, recorridos de vigilancia, operativos y CVAP en materia de recursos naturales.",G014,2026,FiME 2026 PFPA.xlsx - 16 G014,Mejorar el desempeño en en el servicio de la impartición de justicia ambiental,"[(Número de municipios y alcaldías cubiertos con inspecciones, recorridos de vigilancia, operativos y CVAPs en el periodo t) / (Total de municipios y alcaldías a nivel nacional)] x 100",Porcentaje,Componente,Frecuencia: Estratégico-Eficacia-Semestral,2026-02-11
porcentaje-de-acciones-de-inspeccion-realizadas-al-universo-g014-2026,Porcentaje de acciones de inspección realizadas al universo del padrón de instalaciones de jurisdicción federal registradas por la PROFEPA.,G014,2026,FiME 2026 PFPA.xlsx - 16 G014,Mejorar el desempeño en en el servicio de la impartición de justicia ambiental,(Número de instalaciones inspeccionadas en el período t/ Total de instalaciones incluidas en el padrón de jurisdicción federal) * 100,Porcentaje,Componente,Frecuencia: Estratégico-Eficacia-Trimestral,2026-02-11
porcentaje-de-areas-naturales-protegidas-con-acciones-de-ins-g014-2026,"Porcentaje de Áreas Naturales Protegidas con acciones de inspección, recorridos de vigilancia, operativos y/o CVAPs en materia de recursos naturales.",G014,2026,FiME 2026 PFPA.xlsx - 16 G014,Mejorar el desempeño en en el servicio de la impartición de justicia ambiental,"[(Número de Áreas Naturales Protegidas con acciones de inspección, recorridos de vigilancia, operativos y/o CVAPs realizados en materia de recursos naturales en el periodo t )/ (Total de Áreas Naturales Protegidas decretadas)] x 100",Porcentaje,Actividad,Frecuencia: Gestión-Eficacia-Trimestral,2026-02-11
porcentaje-de-empresas-e-instituciones-que-participaron-en-e-g014-2026,Porcentaje de Empresas e instituciones que participaron en eventos de capacitación en materia de prevención ambiental.,G014,2026,FiME 2026 PFPA.xlsx - 16 G014,Mejorar el desempeño en en el servicio de la impartición de justicia ambiental,[(Número de empresas e instituciones que participaron en eventos de capacitación en materia de prevención ambiental en el año t/Número de empresas e instituciones programadas a participar en eventos de capacitación en materia de prevención ambiental en el año t)*100 ],Porcentaje,Actividad,Frecuencia: Gestión-Eficacia-Trimestral,2026-02-11
porcentaje-de-acciones-de-difusion-para-la-promocion-y-parti-g014-2026,Porcentaje de acciones de difusión para la promoción y participación ciudadana en el cuidado del medio ambiente a través de Jornadas Estudiantiles.,G014,2026,FiME 2026 PFPA.xlsx - 16 G014,Mejorar el desempeño en en el servicio de la impartición de justicia ambiental,[(Número de alumnos contactados en acciones de difusión y promoción de la participación ciudadana en el cuidado del medio ambiente en el periodo t) / (Número de alumnos programados a contactar en acciones de difusión y promoción de la participación ciudadana en el cuidado del medio ambiente en el periodo t)] x 100,Porcentaje,Actividad,Frecuencia: Gestión-Eficacia-Trimestral,2026-02-11
porcentaje-de-revision-de-mercancias-cuya-importacion-expor-g014-2026,"Porcentaje de revisión de mercancías cuya importación, exportación y reexportación está sujeta a regulación por parte de la Secretaría de Medio Ambiente y Recursos Naturales.",G014,2026,FiME 2026 PFPA.xlsx - 16 G014,"Medir el grado de cumplimiento de los requisitos ambientales aplicables a mercancías sujetas a regulación por parte de la Secretaría de Medio Ambiente y Recursos Naturales (SEMARNAT) en los puntos de inspección para importación, exportación y reexportación.",(Número de productos regulados revisados en los registros de verificación que cumplen con la normatividad en el periodo t / Número de productos revisados en el periodo t) *100,Porcentaje,Actividad,Frecuencia: Gestión-Eficiencia-Trimestral,2026-02-11
